"sampleid","investigation","sample_type","disease_type","platform","experimental_strategy","data_submitting_center_label"
"s3829","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3800","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3880","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3830","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3867","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3782","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3816","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3758","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s3919","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3779","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3831","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3780","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3832","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3768","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s4107","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3970","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4001","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4057","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4042","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3985","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4052","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3997","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4013","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3979","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4034","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4064","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3945","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4053","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4066","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4109","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3981","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3930","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4060","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4097","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4020","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4094","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4051","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3986","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4096","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3947","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3980","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4069","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4048","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4093","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3991","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4015","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3944","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4054","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3934","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4030","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4017","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3941","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3964","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3967","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4058","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3953","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3927","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s4047","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3983","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4118","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4041","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3935","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3921","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s3998","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3936","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4104","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3928","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3922","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s4036","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4022","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4016","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4056","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3960","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4023","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4113","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3959","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4065","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4018","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4079","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4077","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4031","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3999","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3990","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3925","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s4105","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4098","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4119","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4011","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3949","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3924","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s4021","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3938","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3976","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3932","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3984","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3978","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3977","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4092","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4045","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3931","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3965","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3992","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4083","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4112","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4061","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4032","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4008","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4007","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4103","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3966","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4081","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4095","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3987","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3995","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4039","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4063","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4087","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4033","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4035","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3973","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4120","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3982","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4114","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3993","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4024","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4009","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4101","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3940","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4085","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4006","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3994","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4115","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4059","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3951","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4026","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4029","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4002","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4073","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4116","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3958","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4062","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3929","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3946","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4088","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3963","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s3950","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4117","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3962","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4076","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4075","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4003","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4102","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4106","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4099","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4080","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4110","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3939","TCGA-PRAD","Solid Tissue Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
"s4084","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4049","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4082","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s4068","TCGA-PRAD","Primary Tumor","Prostate Adenocarcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s3943","TCGA-PRAD","Blood Derived Normal","Prostate Adenocarcinoma","Illumina HiSeq","WGS","Harvard Medical School"
